pc4;woonplaatscode;woonplaatsnaam;gemeentecode;gemeentenaam;provinciecode;provincienaam;veiligheidsregio;politie-eenheid;omgevingsdienst;drinkwater;netbeheer
3074;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3075;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3076;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3077;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3078;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3079;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3081;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3082;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3083;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3084;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3085;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3086;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3087;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3088;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3089;3086;Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3165;2364;Rotterdam-Albrandswaard;0613;Albrandswaard;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
9221;3287;Rottevalle;0090;Smallingerland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8461;2505;Rottum;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8461;3480;Rottum;1651;Eemsmond;20;Groningen;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
9998;3480;Rottum;1651;Eemsmond;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
7954;1047;Rouveen;0180;Staphorst;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
1437;1598;Rozenburg;0394;Haarlemmermeer;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst Noordzeekanaalgebied;PWN;Liander
3181;2437;Rozenburg;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
6891;2927;Rozendaal;0277;Rozendaal;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem;Vitens;Liander
6961;2927;Rozendaal;0277;Rozendaal;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel;Vitens;Liander
4715;2581;Rucphen;0840;Rucphen;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant;BrabantWater;Enexis
8564;1683;Ruigahuizen;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
7963;3119;Ruinen;1701;Westerveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7963;3169;Ruinen;1690;De Wolden;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7961;3170;Ruinerwold;1690;De Wolden;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
4156;3215;Rumpt;0236;Geldermalsen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland;Vitens;Liander
8313;1282;Rutten;0171;Noordoostpolder;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
7261;1658;Ruurlo;1859;Berkelland;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek;Vitens;Liander
9256;2445;Ryptsjerk;0737;Tytsjerksteradiel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
5109;2800;'s Gravenmoer;0766;Dongen;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant;BrabantWater;Enexis
9886;2126;Saaksum;0056;Zuidhorn;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
7597;1415;Saasveld;1774;Dinkelland;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
9957;2471;Saaxumhuizen;0053;Winsum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
5836;1222;Sambeek;0756;Boxmeer;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord;BrabantWater;Enexis
8613;2418;Sandfirden;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
2071;2837;Santpoort-Noord;0453;Velsen;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst IJmond;PWN;Liander
2082;2838;Santpoort-Zuid;0453;Velsen;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst IJmond;PWN;Liander
9611;1021;Sappemeer;1952;Midden-Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
4551;1134;Sas van Gent;0715;Terneuzen;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
2171;2003;Sassenheim;1525;Teylingen;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2172;2003;Sassenheim;1525;Teylingen;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
9771;2472;Sauwerd;0053;Winsum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
1741;2460;Schagen;0441;Schagen;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1742;2460;Schagen;0441;Schagen;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1751;2756;Schagerbrug;0441;Schagen;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
5374;1851;Schaijk;1685;Landerd;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord;BrabantWater;Enexis
7433;2860;Schalkhaar;0150;Deventer;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
3998;2056;Schalkwijk;0321;Houten;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
8813;1369;Schalsum;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
1476;1842;Schardam;0385;Edam-Volendam;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;;Liander
4322;2686;Scharendijke;1676;Schouwen-Duiveland;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
9616;1355;Scharmer;1952;Midden-Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
8629;2419;Scharnegoutum;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8517;2506;Scharsterbrug;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
1634;1189;Scharwoude;1598;Koggenland;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
9679;1893;Scheemda;1895;Oldambt;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
8371;2711;Scheerwolde;1708;Steenwijkerland;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
1697;1511;Schellinkhout;0498;Drechterland;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
4209;1437;Schelluinen;0689;Giessenlanden;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
1636;1889;Schermerhorn;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
4694;2073;Scherpenisse;0716;Tholen;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
3925;2135;Scherpenzeel;0279;Scherpenzeel;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst De Vallei;Vitens;Liander
8483;1737;Scherpenzeel;0098;Weststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8744;2322;Schettens;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
6307;1697;Scheulder;1903;Eijsden-Margraten;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
3111;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3112;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3113;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3114;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3115;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3116;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3117;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3118;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3119;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3121;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3122;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3123;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3124;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
3125;1935;Schiedam;0606;Schiedam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
9166;2428;Schiermonnikoog;0088;Schiermonnikoog;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
4721;2582;Schijf;0840;Rucphen;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant;BrabantWater;Enexis
4722;2582;Schijf;0840;Rucphen;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant;BrabantWater;Enexis
5481;2139;Schijndel;1948;Meierijstad;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord;BrabantWater;Enexis
5482;2139;Schijndel;1948;Meierijstad;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord;BrabantWater;Enexis
9621;1356;Schildwolde;1952;Midden-Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
9626;1356;Schildwolde;1952;Midden-Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
6333;2360;Schimmert;0951;Nuth;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
6305;1717;Schin op Geul;0994;Valkenburg aan de Geul;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
6365;2103;Schinnen;0962;Schinnen;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
6451;2848;Schinveld;0881;Onderbanken;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
9469;1178;Schipborg;1680;Aa en Hunze;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
1117;1618;Schiphol;0394;Haarlemmermeer;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1118;1618;Schiphol;0394;Haarlemmermeer;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1171;1618;Schiphol;0394;Haarlemmermeer;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst Noordzeekanaalgebied;PWN;Liander
1119;1604;Schiphol-Rijk;0394;Haarlemmermeer;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst Noordzeekanaalgebied;PWN;Liander
2636;2805;Schipluiden;1842;Midden-Delfland;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Evides;Westland infra
8319;1277;Schokland;0171;Noordoostpolder;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
4507;2971;Schoondijke;1714;Sluis;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
7761;1998;Schoonebeek;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7766;1998;Schoonebeek;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
2871;2390;Schoonhoven;1931;Krimpenerwaard;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Stedin
2872;2390;Schoonhoven;1931;Krimpenerwaard;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Stedin
9443;1179;Schoonloo;1680;Aa en Hunze;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7848;2161;Schoonoord;0109;Coevorden;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
4145;2272;Schoonrewoerd;0545;Leerdam;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
1871;3045;Schoorl;0373;Bergen (NH.);27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
4423;1469;Schore;0678;Kapelle;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
9962;3424;Schouwerzijl;1663;De Marne;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
8746;2323;Schraard;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
7777;1562;Schuinesloot;0160;Hardenberg;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
9862;2181;Sebaldeburen;0015;Grootegast;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
9551;2295;Sellingen;1950;Westerwolde;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
4327;2687;Serooskerke;1676;Schouwen-Duiveland;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;;Enduris
4328;2687;Serooskerke;1676;Schouwen-Duiveland;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
4353;2782;Serooskerke;0717;Veere;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
5975;1515;Sevenum;1507;Horst aan de Maas;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord;WML;Enexis
8855;1373;Sexbierum;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
1243;3000;'s-Graveland;1696;Wijdemeren;27;Noord-Holland;Gooi en Vechtstreek;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;PWN;Liander
3295;2380;'s-Gravendeel;0585;Binnenmaas;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Evides;Stedin
2491;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2492;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2493;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2495;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2496;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2497;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2498;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2511;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2512;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2513;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2514;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2515;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2516;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2517;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2518;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2521;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2522;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2523;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2524;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2525;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2526;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2531;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2532;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2533;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2541;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2542;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2543;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2544;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2545;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2546;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2547;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2548;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2551;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2552;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2553;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2554;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2555;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2561;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2562;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2563;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2564;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2565;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2566;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;;Stedin
2571;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2572;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2573;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2574;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2581;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2582;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2583;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2584;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2585;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2586;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;;Stedin
2587;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2591;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2592;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2593;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2594;1245;'s-Gravenhage;0518;'s-Gravenhage;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
