pc4;woonplaatscode;woonplaatsnaam;gemeentecode;gemeentenaam;provinciecode;provincienaam;veiligheidsregio;politie-eenheid;omgevingsdienst;drinkwater;netbeheer
5628;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5629;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5631;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5632;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5633;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5641;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5642;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5643;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5644;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5645;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5646;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5647;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5651;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5652;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5653;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5654;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5655;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5656;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5657;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5658;1101;Eindhoven;0772;Eindhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
6142;2810;Einighausen;1883;Sittard-Geleen;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
9454;1159;Ekehaar;1680;Aa en Hunze;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
8581;1675;Elahuizen;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8081;1844;Elburg;0230;Elburg;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe;Vitens;Liander
8082;1844;Elburg;0230;Elburg;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe;Vitens;Liander
9453;1160;Eldersloo;1680;Aa en Hunze;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
9456;1161;Eleveld;1680;Aa en Hunze;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7916;1811;Elim;0118;Hoogeveen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Rendo netwerken
6289;1235;Elkenrade;1729;Gulpen-Wittem;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
6011;2942;Ell;1640;Leudal;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord;WML;Enexis
6955;1503;Ellecom;0275;Rheden;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem;Vitens;Liander
4323;2678;Ellemeet;1676;Schouwen-Duiveland;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
4325;2678;Ellemeet;1676;Schouwen-Duiveland;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;;Enduris
9535;1793;Ellertshaar;1681;Borger-Odoorn;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
4437;1254;Ellewoutsdijk;0654;Borsele;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;;Enduris
9442;3010;Elp;1731;Midden-Drenthe;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
5424;2095;Elsendorp;1652;Gemert-Bakel;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5154;3590;Elshout;0797;Heusden;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord;BrabantWater;Enexis
6181;1914;Elsloo;0971;Stein;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
8424;1755;Elsloo;0085;Ooststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8424;1914;Elsloo;0971;Stein;31;Limburg;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8075;2983;Elspeet;0302;Nunspeet;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe;Vitens;Liander
6661;1864;Elst;1734;Overbetuwe;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem;Vitens;Liander
6662;1864;Elst;1734;Overbetuwe;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem;Vitens;Liander
3921;1400;Elst Ut;0340;Rhenen;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht;Vitens;Stedin
3922;1400;Elst Ut;0340;Rhenen;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht;Vitens;Stedin
8301;1271;Emmeloord;0171;Noordoostpolder;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8302;1271;Emmeloord;0171;Noordoostpolder;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8303;1271;Emmeloord;0171;Noordoostpolder;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8304;1271;Emmeloord;0171;Noordoostpolder;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8305;1271;Emmeloord;0171;Noordoostpolder;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
7811;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7812;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7813;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7814;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7815;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7821;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7822;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7823;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7824;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7825;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7826;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7827;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7828;1988;Emmen;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7881;1989;Emmer-Compascuum;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
7399;1109;Empe;0213;Brummen;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel;Vitens;Liander
8166;1346;Emst;0232;Epe;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel;Vitens;Liander
9132;3393;Engwierum;0058;Dongeradeel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
1601;2754;Enkhuizen;0388;Enkhuizen;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;;Liander
1602;2754;Enkhuizen;0388;Enkhuizen;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
8307;1276;Ens;0171;Noordoostpolder;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
7511;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7512;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7513;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7514;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7521;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7522;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7523;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7524;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7525;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7531;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7532;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7533;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7534;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7535;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7536;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7541;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7542;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7543;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7544;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
7545;1145;Enschede;0153;Enschede;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
