wplcode;Woonplaatsnaam;gemcode;Gemeentenaam;Provinciecode;Provincienaam;Veiligheidsregio;Politie-eenheid;Omgevingsdienst
3241;Spijk;0010;Delfzijl;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2356;Spijk;0733;Lingewaal;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
2980;Spijk;0299;Zevenaar;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
3032;Spijkenisse;1930;Nissewaard;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
1180;Spijkerboor;1680;Aa en Hunze;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2286;Spijkerboor;0880;Wormerland;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond
2596;Sprang-Capelle;0867;Waalwijk;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
2583;Sprundel;0840;Rucphen;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1136;Spui;0715;Terneuzen;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2584;St. Willebrord;0840;Rucphen;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
3331;St.-Annaparochie;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3332;St.-Jacobiparochie;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3146;Stad aan 't Haringvliet;1924;Goeree-Overflakkee;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
3074;Stadskanaal;0037;Stadskanaal;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1247;Stampersgat;1655;Halderberge;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1324;Standdaarbuiten;1709;Moerdijk;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1046;Staphorst;0180;Staphorst;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
3555;Starnmeer;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
3481;Startenhuizen;1651;Eemsmond;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3452;Startenhuizen;0024;Loppersum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2075;Stavenisse;0716;Tholen;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
1969;Stavoren;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3453;Stedum;0024;Loppersum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3634;Steenbergen;1699;Noordenveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
1405;Steenbergen;0851;Steenbergen;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1359;Steendam;1952;Midden-Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1526;Steenderen;1876;Bronckhorst;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
2608;Steenenkamer;0285;Voorst;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel
2995;Steensel;0770;Eersel;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
2713;Steenwijk;1708;Steenwijkerland;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
2714;Steenwijkerwold;1708;Steenwijkerland;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
2553;Stegeren;0175;Ommen;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
1741;Steggerda;0098;Weststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1913;Stein;0971;Stein;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
2933;Stellendam;1924;Goeree-Overflakkee;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
1316;Sterksel;1658;Heeze-Leende;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
2084;Stevensbeek;1702;Sint Anthonis;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1922;Stevensweert;1641;Maasgouw;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
1475;Steyl;0983;Venlo;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2163;Stieltjeskanaal;0109;Coevorden;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3230;Stiens;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3482;Stitswerd;1651;Eemsmond;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2210;Stokkum;1955;Montferland;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
2388;Stolwijk;1931;Krimpenerwaard;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland
1890;Stompetoren;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2639;Stoutenburg;0327;Leusden;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
1667;Stoutenburg Noord;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
1975;Stramproy;0988;Weert;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
1805;Streefkerk;1927;Molenwaard;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
2620;Striep;0093;Terschelling;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3435;Strijbeek;1723;Alphen-Chaam;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
2797;Strijen;0617;Strijen;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
2798;Strijensas;0617;Strijen;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
1059;Stroe;0203;Barneveld;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst De Vallei
3180;Stroobos;0059;Achtkarspelen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1819;Stuifzand;0118;Hoogeveen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3023;Stuifzand;1731;Midden-Drenthe;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2453;Sumar;0737;Tytsjerksteradiel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3181;Surhuisterveen;0059;Achtkarspelen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3182;Surhuizum;0059;Achtkarspelen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2045;Susteren;1711;Echt-Susteren;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2448;Suwâld;0737;Tytsjerksteradiel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2283;Swalmen;0957;Roermond;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2104;Sweikhuizen;0962;Schinnen;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
1204;Swichum;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2431;Swifterbant;0303;Dronten;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek
1859;Swolgen;1507;Horst aan de Maas;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2054;'t Goy;0321;Houten;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
2164;'t Haantje;0109;Coevorden;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
1845;'t Harde;0230;Elburg;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe
3068;'t Loo Oldebroek;0269;Oldebroek;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe
2520;'t Veld;1911;Hollands Kroon;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
1895;'t Waar;1895;Oldambt;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2758;'t Zand;0441;Schagen;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
3458;'t Zandt;0024;Loppersum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2918;Taarlo;1730;Tynaarlo;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3472;Teeffelen;0828;Oss;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1203;Teerns;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1474;Tegelen;0983;Venlo;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
1829;Ten Boer;0009;Ten Boer;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1830;Ten Post;0009;Ten Boer;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2673;Ter Aar;0569;Nieuwkoop;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland
2394;Ter Aard;0106;Assen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2296;Ter Apel;1950;Westerwolde;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2297;Ter Apelkanaal;1950;Westerwolde;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2663;Ter Heijde;1783;Westland;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden
1742;Ter Idzard;0098;Weststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2182;Terband;0074;Heerenveen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1577;Terborg;1509;Oude IJsselstreek;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
2578;Terheijden;1719;Drimmelen;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
2537;Terherne;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3096;Terhole;0677;Hulst;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2510;Terkaple;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3242;Termunten;0010;Delfzijl;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3243;Termunterzijl;0010;Delfzijl;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3411;Ternaard;0058;Dongeradeel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1137;Terneuzen;0715;Terneuzen;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2511;Teroele;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3598;Terschuur;0203;Barneveld;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst De Vallei
2538;Tersoal;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3355;Terwispel;0086;Opsterland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2609;Terwolde;0285;Voorst;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel
3623;Teteringen;0758;Breda;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
2610;Teuge;0285;Voorst;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel
1832;Thesinge;0009;Ten Boer;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2071;Tholen;0716;Tholen;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
1916;Thorn;1641;Maasgouw;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
3601;Tiel;0281;Tiel;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
1820;Tiendeveen;0118;Hoogeveen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3024;Tiendeveen;1731;Midden-Drenthe;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2065;Tienhoven;1904;Stichtse Vecht;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
2107;Tienhoven;0707;Zederik;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
1860;Tienray;1507;Horst aan de Maas;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
3356;Tijnje;0086;Opsterland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1043;Tilburg;0855;Tilburg;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1416;Tilligte;1774;Dinkelland;23;Overijssel;Twente;Oost-Nederland;RUD Twente
2473;Tinallinge;0053;Winsum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1211;Tinte;0614;Westvoorne;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
3591;Tirns;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2422;Tjalhuizum;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2184;Tjalleberd;0074;Heerenveen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2512;Tjerkgaast;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2324;Tjerkwerd;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1360;Tjuchem;1952;Midden-Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2345;Tolbert;0022;Leek;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1531;Toldijk;1876;Bronckhorst;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
2981;Tolkamer;0299;Zevenaar;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
1279;Tollebeek;0171;Noordoostpolder;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek
1110;Tonden;0213;Brummen;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel
3454;Toornwerd;0024;Loppersum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3531;Tricht;0236;Geldermalsen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
3314;Triemen;0079;Kollumerland en Nieuwkruisland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2276;Tripscompagnie;1952;Midden-Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1294;Tubbergen;0183;Tubbergen;23;Overijssel;Twente;Oost-Nederland;RUD Twente
3366;Tuil;0304;Neerijnen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
3292;Tuitjenhorn;0441;Schagen;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2715;Tuk;1708;Steenwijkerland;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
2055;Tull en 't Waal;0321;Houten;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
2611;Twello;0285;Voorst;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel
3183;Twijzel;0059;Achtkarspelen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3184;Twijzelerheide;0059;Achtkarspelen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3157;Twisk;0420;Medemblik;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2919;Tynaarlo;1730;Tynaarlo;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2447;Tytsjerk;0737;Tytsjerksteradiel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1362;Tzum;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1377;Tzummarum;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2395;Ubbena;0106;Assen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2879;Ubbergen;1945;Berg en Dal;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen
3562;Uddel;0200;Apeldoorn;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel
1847;Uden;0856;Uden;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1045;Udenhout;0855;Tilburg;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
3121;Uffelte;1701;Westerveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2256;Ugchelen;0200;Apeldoorn;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel
1947;Uitdam;0852;Waterland;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond
2755;Uitgeest;0450;Uitgeest;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst IJmond
2062;Uithoorn;0451;Uithoorn;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied
3483;Uithuizen;1651;Eemsmond;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3484;Uithuizermeeden;1651;Eemsmond;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2423;Uitwellingerga;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3304;Uitwijk;0874;Woudrichem;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1465;Ulestraten;0938;Meerssen;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
1580;Ulft;1509;Oude IJsselstreek;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
2884;Ulicoten;0744;Baarle-Nassau;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
3425;Ulrum;1663;De Marne;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1704;Ulvenhout;0758;Breda;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
3436;Ulvenhout AC;1723;Alphen-Chaam;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
3357;Ureterp;0086;Opsterland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2143;Urk;0184;Urk;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek
1915;Urmond;0971;Stein;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
1891;Ursem;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
1191;Ursem;1598;Koggenland;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
3485;Usquert;1651;Eemsmond;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3295;Utrecht;0344;Utrecht;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
1429;Vaals;0981;Vaals;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
1345;Vaassen;0232;Epe;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel
1872;Valburg;1734;Overbetuwe;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
1709;Valkenburg;0537;Katwijk;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland
1718;Valkenburg;0994;Valkenburg aan de Geul;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
1100;Valkenswaard;0858;Valkenswaard;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
1800;Valthe;1681;Borger-Odoorn;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
1801;Valthermond;1681;Borger-Odoorn;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3367;Varik;0304;Neerijnen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
1582;Varsselder;1509;Oude IJsselstreek;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
1574;Varsseveld;1509;Oude IJsselstreek;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
1295;Vasse;0183;Tubbergen;23;Overijssel;Twente;Oost-Nederland;RUD Twente
2234;Veelerveen;1950;Westerwolde;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1956;Veen;0738;Aalburg;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1240;Veendam;0047;Veendam;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2048;Veenendaal;0345;Veenendaal;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
1651;Veenhuizen;1699;Noordenveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3171;Veeningen;1690;De Wolden;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3315;Veenklooster;0079;Kollumerland en Nieuwkruisland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1999;Veenoord;0114;Emmen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2783;Veere;0717;Veere;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2866;Veessen;0246;Heerde;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe
2513;Vegelinsoord;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2827;Veghel;1948;Meierijstad;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1631;Velddriel;0263;Maasdriel;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
3142;Velden;0983;Venlo;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
1384;Veldhoven;0861;Veldhoven;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
3198;Velp;0786;Grave;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1500;Velp;0275;Rheden;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
3538;Velsen-Noord;0453;Velsen;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst IJmond
3536;Velsen-Zuid;0453;Velsen;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst IJmond
2839;Velserbroek;0453;Velsen;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst IJmond
1565;Venebrugge;0160;Hardenberg;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
3139;Venhorst;0755;Boekel;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1512;Venhuizen;0498;Drechterland;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
1473;Venlo;0983;Venlo;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2335;Venray;0984;Venray;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2481;Ven-Zelderheide;0907;Gennep;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2996;Vessem;0770;Eersel;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
2211;Vethuizen;1955;Montferland;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
2336;Veulen;0984;Venray;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2843;Vianen;0620;Vianen;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
1455;Vianen NB;1684;Cuijk;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1532;Vierakker;1876;Bronckhorst;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
2985;Vierhouten;0302;Nunspeet;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe
3426;Vierhuizen;1663;De Marne;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1223;Vierlingsbeek;0756;Boxmeer;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
2369;Vierpolders;0501;Brielle;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
1613;Vijfhuizen;0394;Haarlemmermeer;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst Noordzeekanaalgebied
